work_id	creator_id	creator_role	attribution_status	notes
work_candidate_bloom_reviewed_confessions_opium_eater	creator_00609	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0457_visions_of_the_daughters_of_albion	creator_00534	author_or_tradition	incumbent_label	""
work_candidate_global_lit_phra_aphai_mani	creator_00610	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0462_the_song_of_los	creator_00534	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_forefathers_eve	creator_00611	author_or_tradition	incumbent_label	""
work_candidate_wave003_byron_childe_harold	creator_00605	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0465_vala_or_the_four_zoas	creator_00534	author_or_tradition	incumbent_label	""
work_candidate_wave003_shelley_prometheus_unbound	creator_00586	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_justified_sinner	creator_00612	author_or_tradition	incumbent_label	""
work_candidate_wave003_charlotte_smith_elegiac_sonnets	creator_00613	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_boris_godunov	creator_00614	author_or_tradition	incumbent_label	""
work_candidate_mandatory_cooper_last_mohicans	creator_00615	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_book_of_songs_heine	creator_00616	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0482_christabel_kubla_khan_a_vision_in_a_dream_the_pa	creator_00545	author_or_tradition	incumbent_label	""
work_candidate_eastasia_lit_flowers_mirror	creator_00617	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_operette_morali	creator_00603	author_or_tradition	incumbent_label	""
work_candidate_bloom_betrothed	creator_00618	author_or_tradition	incumbent_label	""
work_candidate_global_lit_glass_palace_chronicle	creator_00619	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0493_the_entail	creator_00620	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0495_mary_barton_a_tale_of_manchester_life	creator_00621	author_or_tradition	incumbent_label	""
work_candidate_bloom_poe_tales	creator_00622	author_or_tradition	incumbent_label	""
work_canon_red_and_the_black	creator_00623	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_notre_dame_paris	creator_00624	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_tales_belkin	creator_00614	author_or_tradition	incumbent_label	""
work_candidate_wave001_apess_son_of_the_forest	creator_00625	author_or_tradition	incumbent_label	""
work_canon_eugene_onegin	creator_00614	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_eugenie_grandet	creator_00626	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_bronze_horseman	creator_00614	author_or_tradition	incumbent_label	""
work_candidate_pan_tadeusz	creator_00611	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_queen_of_spades	creator_00614	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0513_the_pickwick_papers	creator_00627	author_or_tradition	incumbent_label	""
work_candidate_kalevala	creator_00628	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_dantons_death	creator_00629	author_or_tradition	incumbent_label	""
work_candidate_bloom_balzac_pere_goriot	creator_00626	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0519_the_life_and_adventures_of_nicholas_nickleby	creator_00627	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0520_dealings_with_the_firm_of_dombey_and_son_wholesa	creator_00627	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_maj	creator_00630	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_captains_daughter	creator_00614	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_inspector_general	creator_00631	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0522_the_life_and_adventures_of_martin_chuzzlewit	creator_00627	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_woyzeck	creator_00629	author_or_tradition	incumbent_label	""
work_candidate_wave003_gaskell_wives_daughters	creator_00621	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_lost_illusions	creator_00626	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_oliver_twist	creator_00627	author_or_tradition	incumbent_label	""
work_candidate_wave001_emerson_nature_selected_essays	creator_00632	author_or_tradition	incumbent_label	""
work_candidate_wave003_arnold_dover_beach	creator_00633	author_or_tradition	incumbent_label	""
work_candidate_wave003_swinburne_poems_ballads	creator_00634	author_or_tradition	incumbent_label	""
work_candidate_global_lit_florante_at_laura	creator_00635	author_or_tradition	incumbent_label	""
work_candidate_wave003_dg_rossetti_house_life	creator_00636	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_lenz_buchner	creator_00629	author_or_tradition	incumbent_label	""
work_candidate_bloom_stendhal_charterhouse	creator_00623	author_or_tradition	incumbent_label	""
work_candidate_bloom_lermontov_hero_our_time	creator_00637	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_kobzar	creator_00638	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_sab	creator_00639	author_or_tradition	incumbent_label	""
work_candidate_wave001_fuller_woman_nineteenth_century	creator_00640	author_or_tradition	incumbent_label	""
work_canon_dead_souls	creator_00631	author_or_tradition	incumbent_label	""
work_candidate_bloom_gogol_overcoat	creator_00631	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_christmas_carol	creator_00627	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0559_barchester_towers	creator_00641	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0558_the_warden	creator_00641	author_or_tradition	incumbent_label	""
work_candidate_mandatory_three_musketeers	creator_00642	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_facundo	creator_00643	author_or_tradition	incumbent_label	""
work_candidate_wave003_hopkins_poems	creator_00644	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_douglass_narrative	creator_00645	author_or_tradition	incumbent_label	""
work_candidate_wave003_harriet_martineau_deerbrook	creator_00646	author_or_tradition	incumbent_label	""
work_candidate_mandatory_count_monte_cristo	creator_00642	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_book_nonsense	creator_00647	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_cousin_bette	creator_00626	author_or_tradition	incumbent_label	""
work_candidate_wave004_griboyedov_woe_from_wit	creator_00648	author_or_tradition	incumbent_label	""
work_candidate_jane_eyre	creator_00649	author_or_tradition	incumbent_label	""
work_candidate_bloom_bronte_wuthering_heights	creator_00650	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_mountain_wreath	creator_00651	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_vanity_fair	creator_00652	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0571_the_way_we_live_now	creator_00641	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_tenant_wildfell_hall	creator_00653	author_or_tradition	incumbent_label	""
work_candidate_wave002_whittier_snow_bound_selected_poems	creator_00654	author_or_tradition	incumbent_label	""
work_candidate_wave002_longfellow_selected_poems	creator_00655	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_david_copperfield	creator_00627	author_or_tradition	incumbent_label	""
work_candidate_wave002_bryant_thanatopsis_selected_poems	creator_00656	author_or_tradition	incumbent_label	""
work_candidate_wave002_dunbar_lyrics_lowly_life	creator_00657	author_or_tradition	incumbent_label	""
work_candidate_mandatory_hikayat_abdullah	creator_00658	author_or_tradition	incumbent_label	""
work_candidate_bloom_dickinson_poems	creator_00659	author_or_tradition	incumbent_label	""
work_candidate_bloom_blake_complete_poetry	creator_00534	author_or_tradition	incumbent_label	""
work_candidate_global_lit_khun_chang_khun_phaen	creator_00660	author_or_tradition	incumbent_label	""
work_candidate_ghalib_selected_ghazals	creator_00661	author_or_tradition	incumbent_label	""
work_candidate_bloom_wordsworth_prelude	creator_00544	author_or_tradition	incumbent_label	""
work_candidate_bloom_chekhov_tales	creator_00662	author_or_tradition	incumbent_label	""
work_candidate_scale4_lit_al_inkishafi	creator_00663	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_fairy_tales_andersen	creator_00664	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_tale_heungbu	creator_00665	author_or_tradition	incumbent_label	""
work_candidate_global_lit_luc_van_tien	creator_00666	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_makriyannis	creator_00667	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0584_new_grub_street	creator_00668	author_or_tradition	incumbent_label	""
work_candidate_bloom_becquer_poems	creator_00669	author_or_tradition	incumbent_label	""
work_candidate_eastasia_lit_issa_haiku	creator_00670	author_or_tradition	incumbent_label	""
work_candidate_eastasia_lit_shiki_haiku	creator_00671	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_selected_poems_slowacki	creator_00672	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_selected_poems_norwid	creator_00673	author_or_tradition	incumbent_label	""
work_candidate_bloom_browning_poems	creator_00674	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_selected_poems_eminescu	creator_00675	author_or_tradition	incumbent_label	""
work_candidate_bloom_tennyson_poems	creator_00676	author_or_tradition	incumbent_label	""
work_candidate_wave003_de_quincey_english_mail_coach	creator_00609	author_or_tradition	incumbent_label	""
work_candidate_bloom_holderlin_selected_poems	creator_00543	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_heine_poems	creator_00616	author_or_tradition	incumbent_label	""
work_candidate_me_lit_abai_poems	creator_00677	author_or_tradition	incumbent_label	""
work_candidate_bloom_mallarme_poetry_prose	creator_00678	author_or_tradition	incumbent_label	""
work_candidate_bloom_maupassant_selected_stories	creator_00679	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_tale_sim_cheong	creator_00665	author_or_tradition	incumbent_label	""
work_candidate_global_lit_spring_essence	creator_00680	author_or_tradition	incumbent_label	""
work_candidate_eastasia_lit_life_shabkar	creator_00681	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_roman_sonnets_belli	creator_00682	author_or_tradition	incumbent_label	""
work_candidate_bloom_hawthorne_scarlet_letter	creator_00683	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_she_wolf_stories	creator_00573	author_or_tradition	incumbent_label	""
work_candidate_tale_of_kieu	creator_00684	author_or_tradition	incumbent_label	""
work_candidate_global_lit_tum_teav	creator_00685	author_or_tradition	incumbent_label	""
work_candidate_moby_dick	creator_00686	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_amalia	creator_00687	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_cranford	creator_00621	author_or_tradition	incumbent_label	""
work_candidate_bloom_dickens_bleak_house	creator_00627	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_sportsmans_sketches	creator_00688	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_henry_esmond	creator_00652	author_or_tradition	incumbent_label	""
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0594_the_egoist	creator_00689	author_or_tradition	incumbent_label	""
work_candidate_mandatory_stowe_uncle_tom	creator_00690	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_sylvie	creator_00691	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_villette	creator_00649	author_or_tradition	incumbent_label	""
work_candidate_wave002_poe_raven_selected_poems	creator_00622	author_or_tradition	incumbent_label	""
work_candidate_mandatory_clotel	creator_00692	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_hard_times	creator_00627	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_les_chimeres	creator_00691	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_north_and_south	creator_00621	author_or_tradition	incumbent_label	""
work_candidate_mandatory_thoreau_walden	creator_00693	author_or_tradition	incumbent_label	""
work_candidate_leaves_of_grass	creator_00694	author_or_tradition	incumbent_label	""
work_candidate_wave004_chernyshevsky_what_is_to_be_done	creator_00695	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_aurelia	creator_00691	author_or_tradition	incumbent_label	""
work_candidate_global_lit_leg_over_leg	creator_00696	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_little_dorrit	creator_00627	author_or_tradition	incumbent_label	""
work_candidate_madame_bovary	creator_00697	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_piazza_tales	creator_00686	author_or_tradition	incumbent_label	""
work_candidate_mandatory_aurora_leigh	creator_00698	author_or_tradition	incumbent_label	""
work_candidate_fleurs_du_mal	creator_00699	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_kalevipoeg	creator_00700	author_or_tradition	incumbent_label	""
work_candidate_global_lit_ollantay	creator_00399	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_guarani	creator_00701	author_or_tradition	incumbent_label	""
work_candidate_wave003_pater_renaissance	creator_00702	author_or_tradition	incumbent_label	""
work_candidate_africa_lit_mwana_kupona	creator_00703	author_or_tradition	incumbent_label	""
work_candidate_mandatory_wounds_of_armenia	creator_00704	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_oblomov	creator_00705	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_tale_two_cities	creator_00627	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_woman_in_white	creator_00706	author_or_tradition	incumbent_label	""
work_candidate_mandatory_our_nig	creator_00707	author_or_tradition	incumbent_label	""
work_candidate_mandatory_ostrovsky_storm	creator_00708	author_or_tradition	incumbent_label	""
work_candidate_mandatory_adam_bede	creator_00709	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_mill_on_floss	creator_00709	author_or_tradition	incumbent_label	""
work_candidate_wave004_tolstoy_resurrection	creator_00710	author_or_tradition	incumbent_label	""
work_candidate_bloom_dickens_great_expectations	creator_00627	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_max_havelaar	creator_00711	author_or_tradition	incumbent_label	""
work_candidate_global_lit_meghnad_badh_kavya	creator_00712	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_silas_marner	creator_00709	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_tragedy_of_man	creator_00713	author_or_tradition	incumbent_label	""
work_candidate_mandatory_jacobs_incidents	creator_00714	author_or_tradition	incumbent_label	""
work_candidate_les_miserables	creator_00624	author_or_tradition	incumbent_label	""
work_candidate_bloom_turgenev_fathers_sons	creator_00688	author_or_tradition	incumbent_label	""
work_candidate_mandatory_goblin_market	creator_00715	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_cantares_gallegos	creator_00716	author_or_tradition	incumbent_label	""
work_candidate_wave004_nabokov_the_gift	creator_00717	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_journey_center	creator_00718	author_or_tradition	incumbent_label	""
work_candidate_bloom_dostoevsky_notes_underground	creator_00719	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_our_mutual_friend	creator_00627	author_or_tradition	incumbent_label	""
work_candidate_mandatory_rajmohans_wife	creator_00720	author_or_tradition	incumbent_label	""
work_candidate_scale5_lit_alice_wonderland	creator_00721	author_or_tradition	incumbent_label	""
work_canon_war_and_peace	creator_00710	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_iracema	creator_00701	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_lady_macbeth_mtsensk	creator_00722	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_from_earth_moon	creator_00718	author_or_tradition	incumbent_label	""
work_candidate_crime_and_punishment	creator_00719	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_ibsen_brand	creator_00723	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_kapalkundala	creator_00724	author_or_tradition	incumbent_label	""
work_candidate_wave004_sologub_petty_demon	creator_00725	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_toilers_sea	creator_00624	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_maria_isaacs	creator_00726	author_or_tradition	incumbent_label	""
work_candidate_peer_gynt	creator_00723	author_or_tradition	incumbent_label	""
work_candidate_bloom_little_women	creator_00727	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_moonstone	creator_00706	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_ring_and_book	creator_00674	author_or_tradition	incumbent_label	""
work_candidate_mandatory_maldoror	creator_00728	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_mirat_ul_uroos	creator_00729	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_paris_spleen	creator_00699	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_sentimental_education	creator_00697	author_or_tradition	incumbent_label	""
work_candidate_bloom_dostoevsky_idiot	creator_00719	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_seven_brothers	creator_00730	author_or_tradition	incumbent_label	""
work_candidate_wave004_bunin_dark_avenues	creator_00731	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_twenty_thousand_leagues	creator_00718	author_or_tradition	incumbent_label	""
work_canon_middlemarch	creator_00709	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_north_wind	creator_00732	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_drunken_boat	creator_00733	author_or_tradition	incumbent_label	""
work_candidate_scale5_lit_through_looking_glass	creator_00721	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_carmilla	creator_00734	author_or_tradition	incumbent_label	""
work_candidate_bloom_dostoevsky_devils	creator_00719	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_erewhon	creator_00449	author_or_tradition	incumbent_label	""
work_candidate_martin_fierro	creator_00735	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_tradiciones_peruanas	creator_00736	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_inocencia	creator_00737	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_season_hell	creator_00733	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_bishabriksha	creator_00724	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_pepita_jimenez	creator_00738	author_or_tradition	incumbent_label	""
work_canon_anna_karenina	creator_00710	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_crime_father_amaro	creator_00739	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_clarel	creator_00686	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_daniel_deronda	creator_00709	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_hunting_snark	creator_00721	author_or_tradition	incumbent_label	""
work_candidate_mandatory_intibah	creator_00740	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_simple_heart	creator_00697	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_black_beauty	creator_00741	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_lassommoir	creator_00742	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_cousin_bazilio	creator_00739	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_fasana_e_azad	creator_00743	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_benjamin_third	creator_00744	author_or_tradition	incumbent_label	""
work_candidate_mandatory_daisy_miller	creator_00745	author_or_tradition	incumbent_label	""
work_candidate_dolls_house_ibsen	creator_00723	author_or_tradition	incumbent_label	""
work_canon_brothers_karamazov	creator_00746	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_prathapa_mudaliar_charithram	creator_00747	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_nana	creator_00742	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_niels_lyhne	creator_00748	author_or_tradition	incumbent_label	""
work_candidate_me_lit_raffi_fool	creator_00749	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_golovlyov_family	creator_00750	author_or_tradition	incumbent_label	""
work_candidate_wave001_howells_rise_silas_lapham	creator_00751	author_or_tradition	incumbent_label	""
work_candidate_audit_backfill_bouvard_and_pecuchet	creator_00697	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_heidi	creator_00752	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_i_malavoglia	creator_00573	author_or_tradition	incumbent_label	""
work_candidate_bloom_henry_james_portrait_lady	creator_00745	author_or_tradition	incumbent_label	""
work_candidate_posthumous_memoirs_bras_cubas	creator_00753	author_or_tradition	incumbent_label	""
work_candidate_mandatory_andher_nagari	creator_00754	author_or_tradition	incumbent_label	""
work_candidate_mandatory_ghosts_ibsen	creator_00723	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_anandamath	creator_00724	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_cecilia_valdes	creator_00755	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_ismaelillo	creator_00756	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_alienist	creator_00753	author_or_tradition	incumbent_label	""
work_candidate_mandatory_enemy_people_ibsen	creator_00723	author_or_tradition	incumbent_label	""
work_candidate_indig_lit_life_among_piutes	creator_00757	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_novelle_rusticane	creator_00573	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_pinocchio	creator_00758	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_treasure_island	creator_00759	author_or_tradition	incumbent_label	""
work_candidate_mandatory_story_african_farm	creator_00760	author_or_tradition	incumbent_label	""
work_candidate_huckleberry_finn	creator_00761	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_devi_chaudhurani	creator_00724	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_flatland	creator_00762	author_or_tradition	incumbent_label	""
work_candidate_bloom_la_regenta	creator_00763	author_or_tradition	incumbent_label	""
work_candidate_mandatory_against_nature	creator_00764	author_or_tradition	incumbent_label	""
work_candidate_mandatory_wild_duck_ibsen	creator_00723	author_or_tradition	incumbent_label	""
work_candidate_bloom_zola_germinal	creator_00742	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_king_solomons_mines	creator_00765	author_or_tradition	incumbent_label	""
work_candidate_bloom_fortunata_jacinta	creator_00766	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_illuminations	creator_00733	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_kidnapped	creator_00759	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_jekyll_hyde	creator_00759	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_death_ivan_ilyich	creator_00710	author_or_tradition	incumbent_label	""
work_candidate_mandatory_rosmersholm	creator_00723	author_or_tradition	incumbent_label	""
work_candidate_mandatory_mayor_casterbridge	creator_00767	author_or_tradition	incumbent_label	""
work_candidate_wave004_zoshchenko_sentimental_tales	creator_00768	author_or_tradition	incumbent_label	""
work_candidate_noli_me_tangere	creator_00769	author_or_tradition	incumbent_label	""
work_candidate_scale_lit_saraswatichandra	creator_00770	author_or_tradition	incumbent_label	""
work_candidate_eastasia_lit_drifting_cloud	creator_00771	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_strindberg_father	creator_00772	author_or_tradition	incumbent_label	""
work_candidate_me_lit_aluda_ketelauri	creator_00773	author_or_tradition	incumbent_label	""
work_candidate_global_lit_azul_dario	creator_00774	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_chandrakanta	creator_00775	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_bearslayer	creator_00776	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_looking_backward	creator_00777	author_or_tradition	incumbent_label	""
work_candidate_bloom_strindberg_miss_julie	creator_00772	author_or_tradition	incumbent_label	""
work_candidate_wave004_camilla_collett_district_governors_daughters	creator_00778	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_maias	creator_00739	author_or_tradition	incumbent_label	""
work_candidate_wave001_bierce_in_midst_of_life	creator_00779	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_aves_sin_nido	creator_00780	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_indulekha	creator_00781	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_mastro_don_gesualdo	creator_00573	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_kreutzer_sonata	creator_00710	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_master_ballantrae	creator_00759	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_tine	creator_00782	author_or_tradition	incumbent_label	""
work_candidate_hunger_hamsun	creator_00783	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_news_nowhere	creator_00784	author_or_tradition	incumbent_label	""
work_candidate_me_lit_abai_words	creator_00677	author_or_tradition	incumbent_label	""
work_candidate_eastasia_lit_dancing_girl	creator_00785	author_or_tradition	incumbent_label	""
work_candidate_the_doll_prus	creator_00786	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_dorian_gray	creator_00787	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_the_slum	creator_00788	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_billy_budd	creator_00686	author_or_tradition	incumbent_label	""
work_candidate_global_lit_el_filibusterismo	creator_00769	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_gosta_berling	creator_00789	author_or_tradition	incumbent_label	""
work_candidate_bloom_ibsen_hedda_gabler	creator_00723	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_quincas_borba	creator_00753	author_or_tradition	incumbent_label	""
work_candidate_bloom_hardy_tess	creator_00767	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_versos_sencillos	creator_00756	author_or_tradition	incumbent_label	""
work_candidate_indig_lit_wynema	creator_00790	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_kanyasulkam	creator_00791	author_or_tradition	incumbent_label	""
work_candidate_scale5_lit_sherlock_holmes	creator_00792	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_master_builder	creator_00723	author_or_tradition	incumbent_label	""
work_candidate_eastasia_lit_sing_song_girls	creator_00793	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_yellow_wallpaper	creator_00794	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_sarada	creator_00781	author_or_tradition	incumbent_label	""
work_candidate_mandatory_iola_leroy	creator_00795	author_or_tradition	incumbent_label	""
work_candidate_me_lit_host_guest	creator_00773	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_kamalambal_charitram	creator_00796	author_or_tradition	incumbent_label	""
work_candidate_indig_lit_life_red_man	creator_00797	author_or_tradition	incumbent_label	""
work_candidate_southasia_lit_miri_jiyori	creator_00798	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_pan_hamsun	creator_00783	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_tevye	creator_00799	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_jungle_book	creator_00800	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_under_yoke	creator_00801	author_or_tradition	incumbent_label	""
work_candidate_genre_lit_prisoner_zenda	creator_00802	author_or_tradition	incumbent_label	""
work_candidate_scale2_lit_importance_earnest	creator_00787	author_or_tradition	incumbent_label	""
work_candidate_euro_under_lit_bai_ganyo	creator_00803	author_or_tradition	incumbent_label	""
work_candidate_latcarib_lit_bom_crioulo	creator_00804	author_or_tradition	incumbent_label	""
work_candidate_completion_lit_effi_briest	creator_00805	author_or_tradition	incumbent_label	""
work_candidate_bloom_hardy_jude	creator_00767	author_or_tradition	incumbent_label	""
work_candidate_bloom_reviewed_lilith	creator_00732	author_or_tradition	incumbent_label	""
